id,alias,name,image_url,is_closed,url,review_count,categories/0/alias,categories/0/title,categories/1/alias,categories/1/title,rating,coordinates/latitude,coordinates/longitude,price,location/address1,location/address2,location/address3,location/city,location/zip_code,location/country,location/state,location/display_address/0,location/display_address/1,phone,display_phone,distance,transactions/0,categories/2/alias,categories/2/title,transactions/1,location/display_address/2
AcFt364BrHyMu3VrSCKMOw,salty-sow-austin,Salty Sow,https://s3-media1.fl.yelpcdn.com/bphoto/0dHPMIbmgYdeBrjlZlA0mA/o.jpg,false,https://www.yelp.com/biz/salty-sow-austin?adjust_creative=vBM0fCwVkc7ZN4864m4apw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vBM0fCwVkc7ZN4864m4apw,2145,tradamerican,American (Traditional),gastropubs,Gastropubs,4.5,30.2836497259461,-97.7213180065155,$$,1917 Manor Rd,,,Austin,78722,US,TX,1917 Manor Rd,"Austin, TX 78722",+15123912337,(512) 391-2337,461.43508427289265,,,,,
5ufHVEdJNPypB4v_UhUUUQ,patrizis-austin,Patrizi's,https://s3-media3.fl.yelpcdn.com/bphoto/1njhVfPD7jMaN4Y4YnKu8w/o.jpg,false,https://www.yelp.com/biz/patrizis-austin?adjust_creative=vBM0fCwVkc7ZN4864m4apw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vBM0fCwVkc7ZN4864m4apw,456,italian,Italian,foodstands,Food Stands,4.5,30.2839715080976,-97.7172101465576,$$,2307 Manor Rd,,,Austin,78722,US,TX,2307 Manor Rd,"Austin, TX 78722",+15125224834,(512) 522-4834,450.12195314329125,,,,,
WU405iLje8cPyYwL1BFfeg,abo-youssef-austin-2,Abo Youssef,https://s3-media2.fl.yelpcdn.com/bphoto/33D1s7N72j3ruWSBhWWg1g/o.jpg,false,https://www.yelp.com/biz/abo-youssef-austin-2?adjust_creative=vBM0fCwVkc7ZN4864m4apw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vBM0fCwVkc7ZN4864m4apw,313,mediterranean,Mediterranean,foodtrucks,Food Trucks,4.5,30.283955,-97.719837,$,2101 Manor Rd,,,Austin,78722,US,TX,2101 Manor Rd,"Austin, TX 78722",+15128156804,(512) 815-6804,436.37396112562783,pickup,,,,
PqdSkcG_kN4OtaFaiRWU_Q,yuyo-austin,Yuyo,https://s3-media3.fl.yelpcdn.com/bphoto/63yTNJ0Gn5oUDelInQRYqA/o.jpg,false,https://www.yelp.com/biz/yuyo-austin?adjust_creative=vBM0fCwVkc7ZN4864m4apw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vBM0fCwVkc7ZN4864m4apw,60,peruvian,Peruvian,seafood,Seafood,4,30.28407,-97.72177,$$,1900 Manor Rd,,,Austin,78722,US,TX,1900 Manor Rd,"Austin, TX 78722",+15129194147,(512) 919-4147,524.9487443699849,,,,,
6-PThU0EzyDg1HHEJ8Y4WQ,eastside-cafe-austin,Eastside Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/3NZSsSuMii3UMJ_Zekweqg/o.jpg,false,https://www.yelp.com/biz/eastside-cafe-austin?adjust_creative=vBM0fCwVkc7ZN4864m4apw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vBM0fCwVkc7ZN4864m4apw,876,tradamerican,American (Traditional),breakfast_brunch,Breakfast & Brunch,4,30.284,-97.7195,$$,2113 Manor Rd,,,Austin,78722,US,TX,2113 Manor Rd,"Austin, TX 78722",+15124765858,(512) 476-5858,426.9244681046873,,bars,Bars,,
SFoGyxiKkdllB1lzYZtqrw,elaines-at-eastside-cafe-austin-2,Elaine's at Eastside Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/quZaFQzjX8ZXpUaQPMMP6g/o.jpg,false,https://www.yelp.com/biz/elaines-at-eastside-cafe-austin-2?adjust_creative=vBM0fCwVkc7ZN4864m4apw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vBM0fCwVkc7ZN4864m4apw,107,tradamerican,American (Traditional),,,4.5,30.284,-97.7195,$,2113 Manor Rd,,,Austin,78722,US,TX,2113 Manor Rd,"Austin, TX 78722",+15124941464,(512) 494-1464,429.684679037555,,,,,
5Kklp6a7lggH2XQ2MSYANA,school-house-pub-austin,School House Pub,https://s3-media4.fl.yelpcdn.com/bphoto/M-NYjWZ-01MOYoIQEJbA3Q/o.jpg,false,https://www.yelp.com/biz/school-house-pub-austin?adjust_creative=vBM0fCwVkc7ZN4864m4apw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vBM0fCwVkc7ZN4864m4apw,139,pubs,Pubs,tradamerican,American (Traditional),4,30.284213,-97.718819,$$,2207 Manor Rd,,,Austin,78722,US,TX,2207 Manor Rd,"Austin, TX 78722",+15124697630,(512) 469-7630,452.2881435851059,,,,,
8Gs5Civ8LpPKu_lc-bmn4g,austin-daily-press-austin-4,Austin Daily Press,https://s3-media2.fl.yelpcdn.com/bphoto/zGaK782A-Osfyn7CGC_mbQ/o.jpg,false,https://www.yelp.com/biz/austin-daily-press-austin-4?adjust_creative=vBM0fCwVkc7ZN4864m4apw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vBM0fCwVkc7ZN4864m4apw,212,delis,Delis,sandwiches,Sandwiches,4.5,30.2802176628505,-97.7211093269837,$,1900 E Martin Luther King Blvd,B,,Austin,78702,US,TX,1900 E Martin Luther King Blvd,B,+15128286463,(512) 828-6463,227.36504048033416,delivery,comfortfood,Comfort Food,pickup,"Austin, TX 78702"
Lcb9FB6Y_EhLEiJVUJ7tVA,dai-due-austin-5,Dai Due,https://s3-media1.fl.yelpcdn.com/bphoto/U8XK7nnoWRj9bWuKB21FmQ/o.jpg,false,https://www.yelp.com/biz/dai-due-austin-5?adjust_creative=vBM0fCwVkc7ZN4864m4apw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vBM0fCwVkc7ZN4864m4apw,416,butcher,Butcher,newamerican,American (New),4,30.2848871297558,-97.7167839693365,$$,2406 Manor Rd,Ste A,,Austin,78722,US,TX,2406 Manor Rd,Ste A,+15125240688,(512) 524-0688,559.744385178723,,breakfast_brunch,Breakfast & Brunch,,"Austin, TX 78722"
8GfPt82px0MYo9McLIYH7Q,techo-mezcaleria-and-agave-bar-austin-2,Techo Mezcaleria & Agave Bar,https://s3-media3.fl.yelpcdn.com/bphoto/BgeHX2w1DytznIyq58r-Lg/o.jpg,false,https://www.yelp.com/biz/techo-mezcaleria-and-agave-bar-austin-2?adjust_creative=vBM0fCwVkc7ZN4864m4apw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vBM0fCwVkc7ZN4864m4apw,19,bars,Bars,mexican,Mexican,4.5,30.28412,-97.7189099,$$,2201 Manor Rd,,,Austin,78722,US,TX,2201 Manor Rd,"Austin, TX 78722",+15124808441,(512) 480-8441,438.0350381493514,,,,,
